l1,aaa,lor,enroll,speaking,sex,family
German,19,3,101,562,Female,Indo-European
German,20,1,101,539,Female,Indo-European
Polish,25,2,100,542,Female,Indo-European
Persian,21,8,77,502,Female,Indo-European
German,31,14,101,547,Female,Indo-European
Russian,24,1,90,568,Female,Indo-European
Kurdish,18,3,79,549,Female,Indo-European
Tamil,23,2,54,441,Female,Dravidian
Bosnian,27,2,91,512,Female,Indo-European
German,43,2,101,551,Female,Indo-European
Turkish,17,5,79,538,Female,Altaic
German,25,7,94,560,Female,Indo-European
Rundi,23,2,13,496,Female,Niger-Congo
Russian,18,5,84,542,Female,Indo-European
Bulgarian,32,2,90,534,Female,Indo-European
English,20,5,93,538,Female,Indo-European
German,20,1,101,537,Female,Indo-European
Finnish,26,19,111,596,Female,Uralic
Russian,32,2,90,498,Female,Indo-European
Russian,51,2,67,494,Female,Indo-European
Persian,24,2,77,464,Female,Indo-European
Hungarian,28,2,96,551,Female,Uralic
Spanish,28,2,85,508,Female,Indo-European
Persian,22,3,77,502,Female,Indo-European
Arabic,12,7,47,590,Female,Afro-Asiatic
Persian,27,1,77,529,Female,Indo-European
Polish,21,2,100,532,Female,Indo-European
Russian,29,1,90,523,Female,Indo-European
Serbian,22,25,85,494,Female,Indo-European
Persian,28,4,77,556,Female,Indo-European
Indonesian,23,2,64,484,Female,Austronesian
Bosnian,26,3,91,509,Female,Indo-European
Portugese,19,3,106,513,Female,Indo-European
Persian,24,6,77,506,Female,Indo-European
Polish,24,2,100,546,Female,Indo-European
Serbian,39,4,85,466,Female,Indo-European
Persian,25,6,77,436,Female,Indo-European
English,25,2,105,561,Female,Indo-European
Arabic,27,3,49,456,Female,Afro-Asiatic
Tagalog,32,4,83,505,Female,Austronesian
Russian,29,1,90,496,Female,Indo-European
German,21,0,101,548,Female,Indo-European
Polish,36,6,100,544,Female,Indo-European
Albanian,36,11,78,548,Female,Indo-European
Spanish,27,16,118,538,Female,Indo-European
Persian,19,2,77,485,Female,Indo-European
Russian,24,2,84,544,Female,Indo-European
English,22,9,120,596,Female,Indo-European
Polish,28,3,100,529,Female,Indo-European
Norwegian,32,1,113,592,Female,Indo-European
Kurdish,36,3,47,556,Female,Indo-European
Spanish,27,19,118,514,Female,Indo-European
German,37,2,101,560,Female,Indo-European
Persian,20,7,77,510,Female,Indo-European
Danish,20,1,124,579,Female,Indo-European
German,19,0,101,514,Female,Indo-European
English,52,3,105,533,Female,Indo-European
Turkish,27,2,79,500,Female,Altaic
Serbian,19,3,85,487,Female,Indo-European
Turkish,18,2,118,547,Female,Altaic
English,23,0,93,601,Female,Indo-European
Polish,27,1,49,492,Female,Indo-European
English,21,2,105,542,Female,Indo-European
Persian,41,6,77,486,Female,Indo-European
Arabic,25,1,49,478,Female,Afro-Asiatic
Russian,35,3,84,514,Female,Indo-European
Tagalog,26,3,83,502,Female,Austronesian
Malay,21,28,69,514,Female,Austronesian
Portugese,24,2,106,528,Female,Indo-European
Russian,18,5,90,529,Female,Indo-European
Turkish,17,2,79,511,Female,Altaic
French,22,8,113,512,Female,Indo-European
Swedish,20,2,111,576,Female,Indo-European
Russian,54,1,118,647,Female,Indo-European
German,47,0,101,555,Female,Indo-European
Arabic,35,2,47,502,Female,Afro-Asiatic
Arabic,28,16,49,523,Female,Afro-Asiatic
Polish,27,2,100,534,Female,Indo-European
Arabic,22,2,118,487,Female,Afro-Asiatic
German,37,0,101,539,Female,Indo-European
English,51,4,105,531,Female,Indo-European
Russian,34,1,90,539,Female,Indo-European
Serbian,36,4,85,506,Female,Indo-European
English,21,11,94,514,Female,Indo-European
Tagalog,22,36,83,536,Female,Austronesian
Armenian,29,10,88,509,Female,Indo-European
French,21,2,113,567,Female,Indo-European
Latvian,29,1,90,534,Female,Indo-European
English,21,4,105,519,Female,Indo-European
Russian,25,5,90,510,Female,Indo-European
Persian,26,2,77,521,Female,Indo-European
French,25,1,109,528,Female,Indo-European
Arabic,24,15,49,510,Female,Afro-Asiatic
English,30,3,105,557,Female,Indo-European
Polish,22,4,100,524,Female,Indo-European
Serbian,30,2,85,508,Female,Indo-European
Portugese,25,1,97,519,Female,Indo-European
Arabic,26,1,49,493,Female,Afro-Asiatic
Romanian,24,3,86,577,Female,Indo-European
Bulgarian,25,1,90,517,Female,Indo-European
Romanian,18,3,86,493,Female,Indo-European
Arabic,33,4,47,447,Female,Afro-Asiatic
Indonesian,26,9,64,517,Female,Austronesian
Albanian,34,5,78,532,Female,Indo-European
Serbian,17,4,78,539,Female,Indo-European
French,17,1,113,599,Female,Indo-European
English,30,9,111,527,Female,Indo-European
Czech,25,8,90,576,Female,Indo-European
Polish,33,11,100,538,Female,Indo-European
Turkish,17,2,79,475,Female,Altaic
Polish,46,4,100,492,Female,Indo-European
Russian,29,3,90,492,Female,Indo-European
Russian,29,1,90,489,Female,Indo-European
Russian,21,3,81,522,Female,Indo-European
French,28,4,113,516,Female,Indo-European
English,36,2,93,558,Female,Indo-European
Persian,17,4,19,524,Female,Indo-European
English,28,12,105,528,Female,Indo-European
Persian,28,1,77,493,Female,Indo-European
Bulgarian,25,3,90,565,Female,Indo-European
Russian,28,1,90,459,Female,Indo-European
Greek,8,11,102,536,Female,Indo-European
Serbian,26,3,85,527,Female,Indo-European
Persian,19,5,77,525,Female,Indo-European
Persian,27,4,77,477,Female,Indo-European
German,35,2,101,469,Female,Indo-European
English,50,2,105,533,Female,Indo-European
Tigrigna,23,16,30,474,Female,Afro-Asiatic
Persian,31,3,77,516,Female,Indo-European
Serbian,36,3,85,497,Female,Indo-European
Hungarian,19,2,86,553,Female,Uralic
German,36,1,101,518,Female,Indo-European
Persian,25,9,85,526,Female,Indo-European
Tagalog,33,8,83,522,Female,Austronesian
Turkish,22,2,101,547,Female,Altaic
Russian,17,2,90,536,Female,Indo-European
Turkish,20,3,79,485,Female,Altaic
Persian,22,3,19,494,Female,Indo-European
Italian,23,3,99,503,Female,Indo-European
Russian,26,1,92,545,Female,Indo-European
Bulgarian,21,2,90,532,Female,Indo-European
Arabic,23,1,49,500,Female,Afro-Asiatic
Slovak,23,2,94,546,Female,Indo-European
Serbian,19,3,85,503,Female,Indo-European
Arabic,32,2,49,466,Female,Afro-Asiatic
Danish,21,1,124,524,Female,Indo-European
Arabic,32,2,85,559,Female,Afro-Asiatic
Slovak,24,5,94,535,Female,Indo-European
Czech,23,2,90,567,Female,Indo-European
Serbian,23,1,85,520,Female,Indo-European
Romanian,26,1,86,491,Female,Indo-European
German,21,1,101,498,Female,Indo-European
Kurdish,19,2,47,528,Female,Indo-European
Vietnamese,21,1,67,454,Female,Austro-Asiatic
Serbian,22,3,85,547,Female,Indo-European
Polish,27,2,100,519,Female,Indo-European
Arabic,25,3,47,473,Female,Afro-Asiatic
English,36,0,105,531,Female,Indo-European
Serbian,28,5,85,530,Female,Indo-European
Persian,34,13,19,487,Female,Indo-European
German,33,1,101,553,Female,Indo-European
Indonesian,21,7,64,509,Female,Austronesian
Persian,33,3,19,464,Female,Indo-European
Russian,35,3,90,509,Female,Indo-European
German,20,0,101,543,Female,Indo-European
French,26,22,113,565,Female,Indo-European
English,24,3,105,552,Female,Indo-European
German,23,1,101,534,Female,Indo-European
Polish,25,1,100,527,Female,Indo-European
Japanese,39,2,101,499,Female,Japanese
Swedish,27,1,70,545,Female,Indo-European
Greek,25,1,102,545,Female,Indo-European
Nepali,21,12,46,505,Female,Indo-European
Russian,22,2,90,513,Female,Indo-European
Serbian,26,4,85,472,Female,Indo-European
German,22,1,94,564,Female,Indo-European
Spanish,24,2,118,465,Female,Indo-European
English,42,2,94,485,Female,Indo-European
Hindi,0,35,54,488,Female,Indo-European
Indonesian,39,15,64,491,Female,Austronesian
Serbian,23,5,85,509,Female,Indo-European
Turkish,19,1,118,499,Female,Altaic
English,30,3,93,554,Female,Indo-European
Persian,21,2,77,492,Female,Indo-European
Greek,25,4,102,516,Female,Indo-European
Turkish,12,28,79,487,Female,Altaic
Russian,27,1,90,565,Female,Indo-European
English,37,2,105,545,Female,Indo-European
Polish,20,5,100,528,Female,Indo-European
Arabic,30,5,47,463,Female,Afro-Asiatic
Romanian,28,2,86,541,Female,Indo-European
Arabic,22,24,49,517,Female,Afro-Asiatic
German,23,0,101,575,Female,Indo-European
Russian,40,4,92,534,Female,Indo-European
Bulgarian,24,2,90,553,Female,Indo-European
German,30,1,101,567,Female,Indo-European
Serbian,19,4,85,511,Female,Indo-European
Russian,29,2,90,520,Female,Indo-European
Spanish,28,2,83,487,Female,Indo-European
Italian,26,4,99,523,Female,Indo-European
Bosnian,40,15,91,516,Female,Indo-European
Serbian,25,10,85,466,Female,Indo-European
Serbian,39,5,85,494,Female,Indo-European
Japanese,25,4,101,515,Female,Japanese
Persian,19,3,19,491,Female,Indo-European
Persian,27,5,77,504,Female,Indo-European
French,24,3,113,490,Female,Indo-European
English,37,3,77,516,Female,Indo-European
Polish,45,0,100,491,Female,Indo-European
Persian,38,6,19,513,Female,Indo-European
Afrikaans,23,23,93,585,Female,Indo-European
Persian,25,9,77,483,Female,Indo-European
German,10,10,101,528,Female,Indo-European
Slovak,27,6,94,497,Female,Indo-European
Turkish,17,8,79,522,Female,Altaic
Persian,22,2,77,516,Female,Indo-European
Spanish,15,20,118,506,Female,Indo-European
Tagalog,23,5,83,502,Female,Austronesian
Japanese,33,11,101,527,Female,Japanese
Serbian,18,2,85,544,Female,Indo-European
Polish,30,2,100,532,Female,Indo-European
Persian,22,2,19,519,Female,Indo-European
English,29,4,94,522,Female,Indo-European
Italian,31,1,99,505,Female,Indo-European
Italian,20,4,99,494,Female,Indo-European
Polish,18,5,100,546,Female,Indo-European
Serbian,25,4,85,527,Female,Indo-European
Spanish,28,1,118,553,Female,Indo-European
Turkish,23,7,118,546,Female,Altaic
German,20,1,101,522,Female,Indo-European
Persian,28,2,77,524,Female,Indo-European
English,28,3,105,529,Female,Indo-European
Serbian,18,2,85,528,Female,Indo-European
German,20,2,101,579,Female,Indo-European
Turkish,25,3,79,491,Female,Altaic
Persian,23,1,77,522,Female,Indo-European
German,24,1,101,584,Female,Indo-European
Serbian,27,1,89,539,Female,Indo-European
Polish,22,2,100,513,Female,Indo-European
German,23,1,101,553,Female,Indo-European
Portugese,29,2,106,470,Female,Indo-European
Persian,16,3,19,418,Female,Indo-European
Tagalog,37,4,83,463,Female,Austronesian
Kurdish,17,4,47,535,Female,Indo-European
German,30,7,101,633,Female,Indo-European
Japanese,28,3,101,512,Female,Japanese
Spanish,33,1,85,461,Female,Indo-European
English,37,3,105,544,Female,Indo-European
Serbian,23,3,85,571,Female,Indo-European
Russian,34,3,84,534,Female,Indo-European
Hungarian,22,0,96,529,Female,Uralic
Spanish,30,1,85,493,Female,Indo-European
Norwegian,24,0,113,535,Female,Indo-European
Bulgarian,23,2,90,534,Female,Indo-European
English,37,2,94,521,Female,Indo-European
Kurdish,28,7,47,482,Female,Indo-European
Danish,23,1,124,518,Female,Indo-European
Persian,29,2,77,460,Female,Indo-European
Armenian,19,3,90,553,Female,Indo-European
Finnish,43,2,111,475,Female,Uralic
German,23,7,94,583,Female,Indo-European
Turkish,33,6,79,532,Female,Altaic
Armenian,41,3,90,459,Female,Indo-European
Indonesian,25,3,64,499,Female,Austronesian
Russian,23,5,90,511,Female,Indo-European
Latvian,25,1,90,577,Female,Indo-European
French,33,4,113,541,Female,Indo-European
Hungarian,26,1,96,536,Female,Uralic
Turkish,22,16,79,469,Female,Altaic
Arabic,27,3,79,428,Female,Afro-Asiatic
Russian,44,6,101,550,Female,Indo-European
German,20,1,94,577,Female,Indo-European
Hungarian,28,9,96,568,Female,Uralic
Spanish,39,3,83,520,Female,Indo-European
Tamil,34,8,54,524,Female,Dravidian
Persian,33,2,19,478,Female,Indo-European
Spanish,28,2,85,478,Female,Indo-European
Serbian,29,2,85,514,Female,Indo-European
Persian,30,4,77,498,Female,Indo-European
Polish,32,2,100,563,Female,Indo-European
German,22,0,101,504,Female,Indo-European
German,19,1,101,542,Female,Indo-European
Urdu,27,2,29,559,Female,Indo-European
Chinese,19,24,69,478,Female,Sino-Tibetan
Persian,29,9,77,491,Female,Indo-European
Persian,20,2,77,477,Female,Indo-European
French,29,3,113,501,Female,Indo-European
German,24,3,101,531,Female,Indo-European
Serbian,30,3,85,455,Female,Indo-European
Persian,25,6,19,503,Female,Indo-European
French,25,0,113,556,Female,Indo-European
Bulgarian,36,3,90,542,Female,Indo-European
German,32,2,101,577,Female,Indo-European
Russian,38,4,90,492,Female,Indo-European
Turkish,44,2,79,477,Female,Altaic
Persian,25,7,19,449,Female,Indo-European
Spanish,35,2,65,487,Female,Indo-European
Persian,28,2,77,463,Female,Indo-European
Persian,31,5,19,525,Female,Indo-European
Arabic,31,3,47,533,Female,Afro-Asiatic
English,30,4,100,532,Female,Indo-European
Portugese,27,5,106,537,Female,Indo-European
Persian,26,5,19,488,Female,Indo-European
German,40,1,101,578,Female,Indo-European
Polish,39,1,100,445,Female,Indo-European
Russian,23,2,84,533,Female,Indo-European
English,34,2,105,504,Female,Indo-European
Turkish,19,3,79,435,Female,Altaic
German,14,12,101,530,Female,Indo-European
Persian,32,4,19,520,Female,Indo-European
Croatian,24,2,85,504,Female,Indo-European
Persian,21,4,77,543,Female,Indo-European
Russian,28,3,90,506,Female,Indo-European
Persian,34,3,77,524,Female,Indo-European
Arabic,28,2,49,498,Female,Afro-Asiatic
Italian,26,3,99,515,Female,Indo-European
German,26,4,101,650,Female,Indo-European
Arabic,19,3,49,575,Female,Afro-Asiatic
English,26,1,105,532,Female,Indo-European
Somali,21,3,8,447,Female,Afro-Asiatic
Portugese,26,1,106,459,Female,Indo-European
German,21,4,101,550,Female,Indo-European
Arabic,18,2,49,513,Female,Afro-Asiatic
Ukranian,22,1,90,573,Female,Indo-European
German,29,4,101,524,Female,Indo-European
Swedish,28,2,103,572,Female,Indo-European
Lithuanian,47,2,100,444,Female,Indo-European
Spanish,33,4,93,514,Female,Indo-European
Kurdish,20,3,47,534,Female,Indo-European
Serbian,38,4,85,480,Female,Indo-European
Tamazight,26,3,113,492,Female,Afro-Asiatic
Turkish,28,2,79,510,Female,Altaic
Czech,25,3,90,586,Female,Indo-European
Arabic,28,1,83,508,Female,Afro-Asiatic
German,28,0,101,514,Female,Indo-European
Polish,32,2,100,501,Female,Indo-European
Kurdish,25,4,47,442,Female,Indo-European
Polish,24,2,100,537,Female,Indo-European
Slovenian,22,22,96,624,Female,Indo-European
Arabic,24,17,49,546,Female,Afro-Asiatic
Persian,23,2,77,484,Female,Indo-European
Russian,25,3,84,595,Female,Indo-European
Italian,29,5,99,553,Female,Indo-European
Persian,39,5,19,480,Female,Indo-European
Arabic,15,4,83,500,Female,Afro-Asiatic
Portugese,18,10,97,560,Female,Indo-European
Indonesian,28,2,64,502,Female,Austronesian
Russian,33,5,90,518,Female,Indo-European
Slovak,28,4,90,569,Female,Indo-European
Indonesian,21,1,64,423,Female,Austronesian
Portugese,31,2,106,575,Female,Indo-European
German,8,12,101,525,Female,Indo-European
Spanish,19,8,82,590,Female,Indo-European
Chinese,25,5,67,504,Female,Sino-Tibetan
Persian,31,3,77,513,Female,Indo-European
Polish,26,2,100,555,Female,Indo-European
Romanian,24,1,86,535,Female,Indo-European
Russian,22,2,90,529,Female,Indo-European
Croatian,32,3,85,537,Female,Indo-European
German,14,4,101,510,Female,Indo-European
Serbian,10,8,89,595,Female,Indo-European
German,27,2,100,528,Female,Indo-European
Arabic,23,4,47,456,Female,Afro-Asiatic
Turkish,18,8,79,535,Female,Altaic
Spanish,33,2,82,471,Female,Indo-European
Serbian,25,5,85,538,Female,Indo-European
Russian,24,0,90,533,Female,Indo-European
Polish,24,2,90,522,Female,Indo-European
Spanish,32,3,79,487,Female,Indo-European
Greek,35,3,102,509,Female,Indo-European
Arabic,20,2,67,603,Female,Afro-Asiatic
Spanish,19,0,83,512,Female,Indo-European
Portugese,21,2,97,518,Female,Indo-European
Russian,28,2,84,472,Female,Indo-European
English,34,12,94,462,Female,Indo-European
Persian,17,2,77,491,Female,Indo-European
Indonesian,25,6,64,501,Female,Austronesian
English,28,5,111,536,Female,Indo-European
Italian,34,2,99,501,Female,Indo-European
German,25,3,101,542,Female,Indo-European
Polish,28,2,100,509,Female,Indo-European
Turkish,18,2,79,518,Female,Altaic
Chinese,21,2,67,520,Female,Sino-Tibetan
Bulgarian,18,1,90,509,Female,Indo-European
Lithuanian,30,4,90,533,Female,Indo-European
Polish,28,2,100,543,Female,Indo-European
German,38,1,101,529,Female,Indo-European
Spanish,25,3,86,508,Female,Indo-European
Spanish,27,1,86,515,Female,Indo-European
Urdu,33,6,29,498,Female,Indo-European
Persian,28,10,77,511,Female,Indo-European
Portugese,26,2,106,532,Female,Indo-European
Serbian,18,8,85,568,Female,Indo-European
Portugese,32,1,106,465,Female,Indo-European
Arabic,32,3,47,475,Female,Afro-Asiatic
Turkish,32,3,79,524,Female,Altaic
Persian,25,2,77,494,Female,Indo-European
Serbian,21,12,91,520,Female,Indo-European
German,18,5,105,503,Female,Indo-European
Azerbaijani,27,3,84,487,Female,Altaic
Romanian,28,2,86,573,Female,Indo-European
Danish,24,2,124,541,Female,Indo-European
Polish,27,4,100,516,Female,Indo-European
German,22,1,101,576,Female,Indo-European
Spanish,26,4,82,527,Female,Indo-European
Armenian,27,6,67,561,Female,Indo-European
Tamazight,33,2,49,486,Female,Afro-Asiatic
Spanish,21,1,118,509,Female,Indo-European
Persian,29,8,77,526,Female,Indo-European
English,19,4,93,536,Female,Indo-European
Serbian,25,2,85,533,Female,Indo-European
Japanese,29,4,101,512,Female,Japanese
German,9,12,101,498,Female,Indo-European
Romanian,30,1,86,498,Female,Indo-European
Rundi,21,2,13,504,Female,Niger-Congo
Polish,24,2,100,521,Female,Indo-European
Italian,32,2,99,531,Female,Indo-European
Greek,27,4,102,596,Female,Indo-European
Korean,36,2,97,494,Female,Korean
Turkish,28,1,101,465,Female,Altaic
Serbian,25,2,85,501,Female,Indo-European
Serbian,23,3,85,476,Female,Indo-European
Croatian,24,3,85,499,Female,Indo-European
Albanian,0,30,78,534,Female,Indo-European
Norwegian,19,1,113,573,Female,Indo-European
Bulgarian,25,1,90,584,Female,Indo-European
Arabic,24,1,49,443,Female,Afro-Asiatic
Russian,21,4,99,526,Female,Indo-European
Spanish,28,2,118,542,Female,Indo-European
Hindi,31,3,54,534,Female,Indo-European
English,33,4,105,523,Female,Indo-European
Japanese,38,4,101,469,Female,Japanese
Bengali,27,6,43,491,Female,Indo-European
Persian,34,3,19,501,Female,Indo-European
Persian,17,6,77,491,Female,Indo-European
German,21,1,101,585,Female,Indo-European
Serbian,35,2,85,496,Female,Indo-European
Serbian,30,4,85,504,Female,Indo-European
